OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES611;2019;PLAZ_MEDI_ESTI;8073.434331798;A
A;ES611;2018;PLAZ_MEDI_ESTI;7900.961994332;A
A;ES611;2017;PLAZ_MEDI_ESTI;7694.272311778;A
A;ES611;2016;PLAZ_MEDI_ESTI;7677.96577682;A
A;ES611;2015;PLAZ_MEDI_ESTI;7744.16397852;A
A;ES611;2014;PLAZ_MEDI_ESTI;8018.5166667;A
A;ES611;2013;PLAZ_MEDI_ESTI;8054.41666663;A
A;ES611;2012;PLAZ_MEDI_ESTI;8005.83333333;A
A;ES611;2011;PLAZ_MEDI_ESTI;8002.6666667;A
A;ES611;2010;PLAZ_MEDI_ESTI;7900.65591401;A
A;ES611;2009;PLAZ_MEDI_ESTI;7873.9333333;A
A;ES611;2008;PLAZ_MEDI_ESTI;7791.060476;A
A;ES611;2007;PLAZ_MEDI_ESTI;8830.51226812;A
A;ES612;2020;PLAZ_MEDI_ESTI;11107.928661615;A
A;ES612;2019;PLAZ_MEDI_ESTI;14997.96701575;A
A;ES612;2018;PLAZ_MEDI_ESTI;14589.7163589;A
A;ES612;2017;PLAZ_MEDI_ESTI;14586.79559569;A
A;ES612;2016;PLAZ_MEDI_ESTI;15170.7815862;A
A;ES612;2015;PLAZ_MEDI_ESTI;14619.92640228;A
A;ES612;2014;PLAZ_MEDI_ESTI;14642.61022608;A
A;ES612;2013;PLAZ_MEDI_ESTI;15507.40241154;A
A;ES612;2012;PLAZ_MEDI_ESTI;15179.88954717;A
A;ES612;2011;PLAZ_MEDI_ESTI;13895.19369801;A
A;ES612;2010;PLAZ_MEDI_ESTI;13886.97642075;A
A;ES612;2009;PLAZ_MEDI_ESTI;13143.677798223;A
A;ES612;2008;PLAZ_MEDI_ESTI;13060.861763053;A
A;ES612;2007;PLAZ_MEDI_ESTI;14143.21693262;A
A;ES613;2020;PLAZ_MEDI_ESTI;2747.596285436;A
A;ES613;2019;PLAZ_MEDI_ESTI;3382.190322581;A
A;ES613;2018;PLAZ_MEDI_ESTI;3362.705376382;A
A;ES613;2017;PLAZ_MEDI_ESTI;3373.99731186;A
A;ES613;2016;PLAZ_MEDI_ESTI;3364.072645567;A
A;ES613;2015;PLAZ_MEDI_ESTI;3298.256720467;A
A;ES613;2014;PLAZ_MEDI_ESTI;3300.938172;A
A;ES613;2013;PLAZ_MEDI_ESTI;3442.672043;A
A;ES613;2012;PLAZ_MEDI_ESTI;3455.9166667;A
A;ES613;2011;PLAZ_MEDI_ESTI;3490.6370968;A
A;ES613;2010;PLAZ_MEDI_ESTI;3518.411290371;A
A;ES613;2009;PLAZ_MEDI_ESTI;3732.8924731;A
A;ES613;2008;PLAZ_MEDI_ESTI;3700.79032261;A
A;ES613;2007;PLAZ_MEDI_ESTI;3766.73157913;A
A;ES614;2020;PLAZ_MEDI_ESTI;5727.687814625;A
A;ES614;2019;PLAZ_MEDI_ESTI;7249.826792673;A
A;ES614;2018;PLAZ_MEDI_ESTI;7296.18279576;A
A;ES614;2017;PLAZ_MEDI_ESTI;7537.8748849;A
A;ES614;2016;PLAZ_MEDI_ESTI;7990.2204301;A
A;ES614;2015;PLAZ_MEDI_ESTI;7813.90887096;A
A;ES614;2014;PLAZ_MEDI_ESTI;7713.1833333;A
A;ES614;2013;PLAZ_MEDI_ESTI;7584.2626192;A
A;ES614;2012;PLAZ_MEDI_ESTI;7522.6123303;A
A;ES614;2011;PLAZ_MEDI_ESTI;7349.6504098;A
A;ES614;2010;PLAZ_MEDI_ESTI;7286.77939061;A
A;ES614;2009;PLAZ_MEDI_ESTI;7219.4041218;A
A;ES614;2008;PLAZ_MEDI_ESTI;7257.91129033;A
A;ES614;2007;PLAZ_MEDI_ESTI;6870.1066308;A
A;ES615;2020;PLAZ_MEDI_ESTI;11227.747996091;A
A;ES615;2019;PLAZ_MEDI_ESTI;15640.404894328;A
A;ES615;2018;PLAZ_MEDI_ESTI;13564.15322584;A
A;ES615;2017;PLAZ_MEDI_ESTI;13064.10578275;A
A;ES615;2016;PLAZ_MEDI_ESTI;15740.81541224;A
A;ES615;2015;PLAZ_MEDI_ESTI;15484.32795703;A
A;ES615;2014;PLAZ_MEDI_ESTI;14585.65129936;A
A;ES615;2013;PLAZ_MEDI_ESTI;14488.05564477;A
A;ES615;2012;PLAZ_MEDI_ESTI;14907.99873691;A
